n_ID	s_NAME	n_QUATITY_STACK
1015	Heal Essence Lv.2	1
1016	Heal Essence Lv.3	1
1017	Heal Essence Lv.4	1
1018	Heal Essence Lv.5	1
1019	Lord Heal Essence	1
1020	Lord Red Potion	25
1021	Lord Heal Essence(Secret)	1
1022	Lord Red Potion(Secret)	25
1023	Beginner Reward Repair Cure	1
1024	Royal Red Potion Lv.1	25
1025	Royal Red Potion Lv.2	25
1026	Royal Red Potion Lv.3	25
1027	Royal Red Potion Lv.4	25
1028	Royal Red Potion Lv.5	25
1029	Repair Cure(Second)	1
1030	Repair Cure(Sky)	1
1031	Repair Cure(Numerous)	1
1032	Repair Cure(Elegant)	1
1033	Pumpkin Soup	99
1034	Cookie	99
1035	Delicious Sashimi	25
1041	Healing Jelly LV.1	25
1042	Healing Jelly LV.2	25
1043	Healing Jelly LV.3	25
1044	Healing Jelly LV.4	25
1045	Healing Jelly LV.5	25
1046	Healing Jelly LV.6	25
1047	Healing Jelly LV7.	25
1048	Healing Jelly LV8.	25
1049	Healing Jelly LV9.	25
1050	Healing Jelly LV.10	25
1101	EXP  Stone Lv.1	25
1102	EXP  Stone Lv.2	25
1103	EXP  Stone Lv.3	25
1104	EXP  Stone Lv.4	25
1105	EXP  Stone Lv.5	25
1106	Reward EXP Stone	25
1107	Reward EXP Stone(Guild)	25
1108	Athletics EXP Stone	25
1151	Weak EXP Jelly	25
1152	Minor EXP Jelly	25
1153	Low EXP Jelly	25
1154	Light EXP Jelly	25
1155	Flat EXP Jelly	25
1156	Medium EXP Jelly	25
1157	High EXP Jelly	25
1158	Efficient EXP Jelly	25
1159	EXP  Jelly(Minimal)	25
1160	EXP  Jelly(Small)	25
1161	EXP  Jelly(Micro)	25
1162	God EXP Jelly	25
1163	EXP  Wgg(1)	25
1164	EXP  Wgg(2)	25
1165	EXP  Wgg(3)	25
1166	EXP  Wgg(4)	25
1167	EXP  Wgg(5)	25
1168	EXP  Wgg(6)	25
1169	EXP  Wgg(7)	25
1170	EXP  Wgg(8)	25
1171	EXP  Wgg(9)	25
1172	EXP  Wgg(10)	25
1173	EXP  Wgg(11)	25
1174	EXP  Wgg(12)	25
1175	EXP  Jelly(Minimal)	25
1176	EXP  Jelly(Small)	25
1177	EXP  Jelly(Micro)	25
1201	Skill Stone Lv.1	25
1202	Skill Stone Lv.2	25
1203	Skill Stone Lv.3	25
1204	Skill Stone Lv.4	25
1205	Skill Stone Lv.5	25
1206	Task Skill Stone	25
1207	Task Skill Stone(Guild)	25
1251	Weak Skill Point Jelly	25
1252	Minor Skill Point Jelly	25
1253	Low Skill Point Jelly	25
1254	Light Skill Point Jelly	25
1255	Flat Skill Point Jelly	25
1256	Medium Skill Point Jelly	25
1257	High Skill Point Jelly	25
1258	Efficient Skill Point Jelly	25
1259	Skill Point Jelly(Minimal)	25
1260	Skill Point Jelly(Small)	25
1261	Skill Point Jelly(Micro)	25
1262	God Skill Point Jelly	25
1263	Skill Point Egg(1)	25
1264	Skill Point Egg(2)	25
1265	Skill Point Egg(3)	25
1266	Skill Point Egg(4)	25
1267	Skill Point Egg(5)	25
1268	Skill Point Egg(6)	25
1269	Skill Point Egg(7)	25
1270	Skill Point Egg(8)	25
1271	Skill Point Egg(9)	25
1272	Skill Point Egg(10)	25
1273	Skill Point Egg(11)	25
1274	Skill Point Egg(12)	25
1275	Skill Point Jelly(Minimal)	25
1276	Skill Point Jelly(Small)	25
1277	Skill Point Jelly(Micro)	25
1278	Advanced Skill Point Jelly LV.1	25
1279	Advanced Skill Point Jelly LV.2	25
1280	Advanced Skill Point Jelly LV.3	25
1281	Advanced Skill Point Jelly LV.4	25
1301	Sword Relic(Second)	999
1302	Sword Relic(Sky)	999
1303	Sword Relic(Numerous)	999
1304	Sword Relic(Elegant)	999
1305	Hammer Relic(Second)	999
1306	Hammer Relic(Sky)	999
1307	Hammer Relic(Numerous)	999
1308	Hammer Relic(Elegant)	999
1309	Shield Relic(Second)	999
1310	Shield Relic(Sky)	999
1311	Shield Relic(Numerous)	999
1312	Shield Relic(Elegant)	999
1313	Stele Relic(Second)	999
1314	Stele Relic(Sky)	999
1315	Stele Relic(Numerous)	999
1316	Stele Relic(Elegant)	999
1317	Gun Relic(Second)	999
1318	Gun Relic(Sky)	999
1319	Gun Relic(Numerous)	999
1320	Gun Relic(Elegant)	999
1321	Staff Relic(Second)	999
1322	Staff Relic(Sky)	999
1323	Staff Relic(Numerous)	999
1324	Staff Relic(Elegant)	999
1325	Blacksmith Box-Sword(Second)	25
1326	Blacksmith Box-Sword(Sky)	25
1327	Blacksmith Box-Sword(Numerous)	25
1328	Blacksmith Box-Sword(Elegant)	25
1329	Blacksmith Box-Hammer(Second)	25
1330	Blacksmith Box-Hammer(Sky)	25
1331	Blacksmith Box-Hammer(Numerous)	25
1332	Blacksmith Box-Hammer(Elegant)	25
1333	Blacksmith Box-Shield(Second)	25
1334	Blacksmith Box-Shield(Sky)	25
1335	Blacksmith Box-Shield(Numerous)	25
1336	Blacksmith Box-Shield(Elegant)	25
1337	Blacksmith Box-Pumice(Second)	25
1338	Blacksmith Box-Pumice(Sky)	25
1339	Blacksmith Box-Pumice(Numerous)	25
1340	Blacksmith Box-Pumice(Elegant)	25
1341	Blacksmith Box-Double Gun(Second)	25
1342	Blacksmith Box-Double Gun(Sky)	25
1343	Blacksmith Box-Double Gun(Numerous)	25
1344	Blacksmith Box-Double Gun(Elegant)	25
1345	Blacksmith Box-Staff(Second)	25
1346	Blacksmith Box-Staff(Sky)	25
1347	Blacksmith Box-Staff(Numerous)	25
1348	Blacksmith Box-Staff(Elegant)	25
1401	Bejeweled  Play Coupon	1
1402	Same Play Coupon	1
1403	Jigsaw Play Coupon	25
1451	Cute Pet Egg	25
1452	Playful Pet Egg	25
1453	Lively Pet Egg	25
1454	Healthy Pet Egg	25
1501	Ship Rrepair Tool Lv.1	25
1502	Ship Rrepair Tool Lv.2	25
1503	Ship Rrepair Tool Lv.3	25
1504	Ship Rrepair Tool Lv.4	25
5001	Viciously Of wind Lv.1	25
5002	Protect Of Brave Lv.1	25
5003	Curvet Of Horn Lv.1	25
5004	Soul Of Protect Lv.1	25
5005	Civilization Of World Lv.1	25
5006	Attention Rum Lv.1	25
5007	Swallow Nest Rum Lv.1	25
5008	Mad Rum Lv.1	25
5009	Devil Rum Lv.1	25
5018	Forest Protect Lv.1	25
5019	Viciously Of wind Lv.2	25
5020	Protect Of Brave Lv.2	25
5021	Curvet Of Horn Lv.2	25
5022	Soul Of Protect Lv.2	25
5023	Civilization Of World Lv.2	25
5024	Attention Rum Lv.2	25
5025	Swallow Nest Rum Lv.2	25
5026	Mad Rum Lv.2	25
5027	Devil Rum Lv.2	25
5036	Poseidon Protect Lv.1	25
5037	Viciously Of wind Lv.3	25
5038	Protect Of Brave Lv.3	25
5039	Curvet Of Horn Lv.3	25
5040	Soul Of Protect Lv.3	25
5041	Civilization Of World Lv.3	25
5042	Attention Rum Lv.3	25
5043	Swallow Nest Rum Lv.3	25
5044	Mad Rum Lv.3	25
5045	Devil Rum Lv.3	25
5054	Deep sea Protect Lv.1	25
5055	Viciously Of wind Lv.4	25
5056	Protect Of Brave Lv.4	25
5057	Curvet Of Horn Lv.4	25
5058	Soul Of Protect Lv.4	25
5059	Civilization Of World Lv.4	25
5060	Attention Rum Lv.4	25
5061	Swallow Nest Rum Lv.4	25
5062	Mad Rum Lv.4	25
5063	Devil Rum Lv.4	25
5072	Purgatory Protect Lv.1	25
5073	Viciously Of wind Lv.5	25
5074	Protect Of Brave Lv.5	25
5075	Curvet Of Horn Lv.5	25
5076	Soul Of Protect Lv.5	25
5077	Civilization Of World Lv.5	25
5078	Lv5Attention Rum	25
5079	Swallow Nest Rum Lv.5	25
5080	Mad Rum Lv.5	25
5081	Devil Rum Lv.5	25
5090	Sky Protect Lv.1	25
5091	Event Brew Lv.1	25
5092	Event Brew Lv.2	25
5093	Event Brew Lv.3	25
5094	Event Brew Lv.4	25
5095	Event Brew Lv.5	25
5096	Event Brew Lv.6	25
5097	Event Brew Lv.7	25
5098	Event Brew Lv.8	25
5099	Event Brew Lv.9	25
5100	Event Brew Lv.10	25
5101	Primary Potion Lv.1	25
5102	Primary Potion Lv.2	25
5103	Primary Potion Lv.3	25
5104	Chaotic Potion Lv.1	25
5105	Chaotic Potion Lv.2	25
5106	Chaotic Potion Lv.3	25
5107	Sky Mirror Potion Lv.1	25
5108	Sky Mirror Potion Lv.2	25
5109	Sky Mirror Potion Lv.3	25
5110	Adroit Potion Lv.1	25
5111	Adroit Potion Lv.2	25
5112	Adroit Potion Lv.3	25
5113	Pumpkin Wine	99
5114	Christmas Wine	99
5151	Forest Protect LV.2	25
5152	Poseidon Protect LV.2	25
5153	Deep sea Protect LV.2	25
5154	Purgatory Protect LV.2	25
5155	Sky Protect LV.2	25
5156	Forest Protect Lv.3	25
5157	Poseidon Protect Lv.3	25
5158	Deep sea Protect Lv.3	25
5159	Purgatory Protect Lv.3	25
5160	Sky Protect Lv.3	25
5161	Forest Protect Lv.4	25
5162	Poseidon Protect Lv.4	25
5163	Deep sea Protect Lv.4	25
5164	Purgatory Protect Lv.4	25
5165	Sky Protect Lv.4	25
5166	Forest Protect Lv.5	25
5167	Poseidon Protect Lv.5	25
5168	Deep sea Protect Lv.5	25
5169	Purgatory Protect Lv.5	25
5170	Sky Protect Lv.5	25
5512	Viciously Of wind Formula Lv.2	1
5513	Protect Of Brave Formula Lv2	1
5514	Curvet Of Horn Formula Lv.2	1
5515	Soul Of Protect Formula Lv2	1
5516	Civilization Of World Formula Lv.2	1
5517	Attention Rum Formula Lv.2	1
5518	Swallow Nest Rum Formula Lv.2	1
5519	Mad Rum Formula Lv.2	1
5520	Devil Rum Formula Lv.2	1
5523	Viciously Of wind Formula Lv.3	1
5524	Protect Of Brave Formula Lv.3	1
5525	Curvet Of Horn Formula Lv.3	1
5526	Soul Of Protect Formula Lv.3	1
5527	Civilization Of World Formula Lv.3	1
5528	Attention Rum Formula Lv.3	1
5529	Swallow Nest Rum Formula Lv.3	1
5530	Mad Rum Formula Lv.3	1
5531	Devil Rum Formula Lv.3	1
5534	Viciously Of wind Formula Lv.4	1
5535	Protect Of Brave Formula Lv.4	1
5536	Curvet Of Horn Formula Lv.4	1
5537	Soul Of Protect Formula Lv.4	1
5538	Civilization Of World Formula Lv.4	1
5539	Attention Rum Formula Lv.4	1
5540	Swallow Nest Rum Formula Lv.4	1
5541	Mad Rum Formula Lv.4	1
5542	Devil Rum Formula Lv.4	1
5545	Viciously Of wind Formula Lv.5	1
5546	Protect Of Brave Formula Lv5	1
5547	Curvet Of Horn Formula Lv.5	1
5548	Soul Of Protect Formula Lv5	1
5549	Civilization Of World Formula Lv.5	1
5550	Attention Rum Formula Lv.5	1
5551	Swallow Nest Rum Formula Lv.5	1
5552	Mad Rum Formula Lv.5	1
5553	Devil Rum Formula Lv.5	1
5557	Vintage Formula Pack Lv.2	1
5558	Vintage Formula Pack Lv.3	1
5559	Vintage Formula Pack Lv.4	1
5560	Vintage Formula Pack Lv.5	1
6951	Glitter Red Crystal	1
6952	Glitter Blue Crystal	1
6953	Glitter Green Crystal	1
6954	Dazzle Red Crystal	1
6955	Dazzle Blue Crystal	1
6956	Dazzle Green Crystal	1
6957	Light Color Red Crystal	1
6958	Light Color Blue Crystal	1
6959	Light Color Green Crystal	1
6966	Light Color Red Crystal	1
6967	Light Color Blue Crystal	1
6968	Light Color Green Crystal	1
6971	Grey Color Red Crystal	1
6972	Grey Color Blue Crystal	1
6973	Grey Color Green Crystal	1
6974	Light Color Red Crystal	1
6975	Light Color Blue Crystal	1
6976	Light Color Green Crystal	1
6977	Dazzle Red Crystal	1
6978	Dazzle Blue Crystal	1
6979	Dazzle Green Crystal	1
6980	Glitter Red Crystal	1
6981	Glitter Blue Crystal	1
6982	Glitter Green Crystal	1
6983	Shine Red Crystal	1
6984	Shine Blue Crystal	1
6985	Shine Green Crystal	1
7001	Fragment-Sea Phantom	1
7002	Fragment-Nelson	1
7003	Fragment-Odyssey	1
7004	Fragment-Plato	1
7005	Fragment-Jason	1
7006	Fragment-Medea	1
7007	Fragment-Drake	1
7009	Fragment-Rosemary	1
7010	Fragment-Angelina	1
7011	Fragment-Bismarck	1
7012	Fragment-Isoroku Yamamoto	1
7013	Fragment-Columbus	1
7014	Fragment-Magellan	1
7201	Fragment-Port Royal	1
7202	Fragment-Prison Exile Island	1
7203	Fragment-Spice Paradise Island	1
7204	Fragment-Slave Market Island	1
7205	Fragment-Evil Port	1
7206	Fragment-Ocean Walled City	1
7207	Fragment-Voodoo Island	1
7208	Fragment-Silver Harbour	1
7209	Fragment-Death City Sea	1
7210	Fragment-Deep Sea Temple	1
7211	Fragment-Drake empty Walled	1
7212	Fragment-Hell Volcanic Island	1
7213	Fragment-Lost Eden	1
7214	Fragment-Sunset Deserted	1
7401	Fragment-Hammer of Judgment	1
7402	Fragment-Poseidon servant	1
7403	Fragment-Ancyn Grip	1
7404	Fragment-Lydiana Melody	1
7405	Fragment-Treasure Hunter Bag	1
7406	Fragment-Night  Evilteeth	1
7407	Fragment-Assault Boat Key	1
7408	Fragment-Judge Certificate	1
7501	Fragment-Mithril Burner	1
7502	Fragment-White Beard Pipe	1
7503	Fragment-Pearlshell Conch	1
7504	Fragment-Destiny Triangle	1
7505	Fragment-Remains Skull	1
7506	Fragment-Exorcise Bell	1
7507	Fragment-Imprisonment Of Light	1
7508	Fragment-Exorcise Whip	1
7509	Fragment-Luminous Fruit	1
7510	Fragment-Holy Cross Syringe	1
7511	Fragment-Night Candelabrum	1
7512	Fragment-Muse Umbrella	1
7513	Fragment-Double Dragon Guard	1
7514	Fragment-Destroy Atom	1
7515	Fragment-Cold Ice Crystal	1
7516	Fragment-Seven Sea Pearl	1
7517	Fragment-Paine Bottle	1
7518	Fragment-Thorough Eye	1
7519	Fragment-Chic Cap	1
