n_ID	s_NAME	n_QUATITY_STACK
120	Merchant Marine Stone	999
121	Siren Spoon	999
122	Yellow Wisdom Crystal	999
123	Royal Wine Glass	999
124	Seven Sea V Secret Signal No.2	999
125	Seven Sea V Secret Signal No.3	999
126	Medium Empty Paper Roll	999
127	Big Empty Paper Roll	999
128	Fortress Cannon Part 1	999
129	EXP ert Original Sin Piece	999
130	Silver Fishbone	999
131	Evill Light Ore	999
132	Advanced Original Sin Piece	999
133	Cave Treasury Key	999
134	Navigation Sponsor Gold	999
135	Cold Mushroom	999
136	Rosemary Silkworm	999
137	Dizzy Seed	999
138	Beast Canine	999
139	Lost Heart Method	999
140	Cat Eyedrop	999
141	Refreshing Bile	999
142	Clear Heart Panacea	999
143	Dead Red Gem	999
144	Theft Privateer Gold	999
145	Fortress Cannon Part 2	999
146	Seaweed Green Gem	999
147	Collagen Frozen Fish	999
148	Cold Blood Cream	999
149	Navy Doll	999
150	Strange Pirate Challenge Book	999
151	Royal Silver	25
152	Morgan Topknot	25
153	Lion Meat	999
154	streaky Lion Meat	999
155	Embed Jewelry	999
156	Troll Earring	999
157	Green Wisdom Crystal	999
158	Morgan Boot	999
159	Friendship Swearer	999
160	Riddle Black Bone	999
161	Nectar of Evil Flower	999
162	Emeral Horn	999
163	Voodoo Doll	999
164	Riddle Wing	999
165	Lion Heart	999
166	Black Heart's Lion	999
167	Old Turtle Shell	999
168	Predict Turtle Shell	999
169	Smiling Skull	999
170	Sparkling Skull	999
171	Prophylactic Herb	999
172	Big Meat	999
173	Herbal Soup	999
174	Tomb Mud	999
175	Blood Rose	999
176	Illegality Herb	999
178	Pa Kana's Talisman	999
179	Shipwreck Spices	999
180	Harpy Heart	999
181	Black Heart's Bird	999
182	Toxic Talisman	999
183	Deadly Venom	999
184	Rubber Band's Frist Love	999
185	Insect Death	999
187	Curse Talisman	999
190	Ancient Gold	999
191	Antler Spirits	999
192	Penguin Emblem	999
193	Polar Snow	999
194	Snow Needle 0 ºc	999
195	Princess Hand - Woven Scarves	999
196	Frozen Tuna	999
197	Frozen Venison	999
198	Millennium Fruit	999
199	Rare Permafrost	999
200	Arctic Monkey Leather	999
201	Frost Egg	999
202	Turtle Meat Salt Away	999
203	Deep Sea Fishbone	999
204	Ice Turtle Shell	999
205	Golden Horn	999
206	Blue Wisdom Crystal	999
207	Sea Phantom's Coat	999
208	Endurance Bell	999
209	Winter Spices	999
210	Deluxe Soup Pot	999
211	Elder Scrolls	999
212	Ousailuo Spike Tailsman	999
213	Ousailuo Evil Talisman	999
214	Ousailuo Venom Talisman	999
220	Bracelet of Death	999
221	Coral	999
222	Steak Meat in Party	999
223	Stolen Diamon	999
224	Sinda' s Necklace	999
225	Mariner Cannon	999
226	Part of Harpoon Turret	999
227	Stink Bug Meat	999
228	Soul Stone of Redemption	999
229	Onelisk Meat	999
230	Soul Stone of Warth	999
231	Sunken Timber	999
232	Star Sand of Thanks	999
233	Star Sand of Friendship	999
234	Military Supplies	999
235	Canned Pickle Squid	999
236	Robinson 's Statement	999
237	Stew Bone	999
238	Crispy Pupae	999
239	Rot Cauliflower	999
240	Doom Day Pot	999
241	Inferno Spicy Egg	999
242	Original sin Soul Stone	999
250	Skeleton Landmine Detonator	999
251	Skeleton Bomb	999
252	Halitosis Gas Cylinder	999
253	Funerary Helmet	999
254	Funerary Footwear	999
255	Funerary Armor	999
256	Mech Soldier Gear	999
257	Temple Gate Keys	999
258	Capitulate Book	999
259	Jumping Fish	999
260	Old Map	999
261	Royal Emblem	999
262	Temple Flag	999
263	Ritual Wine	999
264	Ritual Pot	999
265	Royal Chest Key	999
266	Heritage Ring	999
269	Spicy Powder	999
270	Eye Berry	999
271	Immortality ShoChu	999
272	Original Sin Helmet	999
273	Original Sin Sword	999
274	Original Sin Armor	999
275	Obsidian Whetstone	999
276	Fury Dragon Teeth	999
277	Magma	999
278	Fire Refining Crystal	999
280	Blueberry Sour	999
281	Golden Apple	999
282	Ancient Clay Pot	999
283	Ancient Stone	999
284	Ancient Clay Pot's Fragments	999
285	Ancient Stone Piece	999
287	Eden Holy Fruit	999
288	Curse of Witch	999
289	Wing of Charm	999
290	Eden Holy Grail	999
291	Sky passport	999
292	Wind Plate	999
293	Lubricant	999
294	Anti Gravity Crystal	999
295	Indigo Wisdom Crystal	999
296	Empty Paper Roll	999
297	Inscription Rubbing	999
300	หมวกกัปตัน H ijack	999
301	Ancient Gear	999
302	Morgan Pirate Flag	999
303	Plato Sky Passport	999
304	Love Gem	999
305	Truth White Flowers	999
306	Handsome love Gift	999
307	Cleaner	999
308	Superalloy Gear	999
309	Iron Helmet	999
310	Da Vinci  Design	999
311	Driver Crystal	999
312	Rune Badge	999
315	Precious Necklace	999
316	Precious Ring	999
317	Aral Sea Water Bottle	999
318	Filtered Light Water Bottle	999
319	Deep sea Diamond	999
320	Crusader Badge	999
321	Fiery Machine Gun	999
322	Mermaid Meat	999
323	Skeleton Big Bone	999
324	Flash Crystal Piece	999
325	King Clay Pot	999
326	Royal Gold	999
327	Frozen Marine Fish	999
328	Cool Beer	999
329	Revelation Piece	999
330	Dead Original Sin Stone	999
331	Conductive Antenna	999
332	King Sword	999
333	King Gold Cup	999
335	Spiced Maggot	999
336	Dirty Soup Spoon	999
337	Eagle Eye Drop	999
338	Ghost Blue Eye	999
339	Shark Hacksaw	999
340	Heinous Canine	999
341	Magma Miso Soup	999
342	Slime Pudding	999
343	Dragon Blood Lord War Book	999
344	Hot Blood	999
345	Devil Red Egg	999
346	Small Pieces Poseidon Pearl	999
347	Hell Soul Stone	999
348	Tear Craw	999
349	Butcher Knife	999
350	Protein Mucus	999
351	Medium Pieces Poseidon Pearl	999
352	Extra Pieces Poseidon Pearl	999
355	Taboo Flower	999
356	Whitening Snake Tooth	999
357	Wild Incubation	999
358	Desert Island Build Material	999
359	Poseidon Nightlights	999
360	Eden Spice	999
361	Ancient Reel Left Fragment	999
362	Ancient Reel Right Fragment	999
363	Complete Ancient Reel	999
364	Remain Pottery	999
366	Prophet Revelation	999
367	Angel Lamb Chop	999
368	Evil Thought Eye	999
369	Crystal Mask Glue	999
370	Petal Bouquet	999
371	God Love Safflower	999
372	Pirate Smelly Boot	999
373	Mad Cow Pirate Hat	999
374	Sleeping Energy Drink	999
375	Fan Letter	999
376	Purple Wisdom Crystal	999
377	Rattled Earring	999
378	Mech Factory Sign	999
379	Grace Diamond	999
380	Deserted City Gear	999
381	Deserted Book	999
382	Deserted Ore	999
383	Rosemary Photo Album	999
384	Navy Pay bag	999
385	Super Nutrition Ration	999
386	Subjugation Necklace	999
387	Subjugation Ring	999
388	Subjugation Vault Key	999
400	Soul Diamond	999
405	Empire of Mu Crystal	999
406	Pirate King Fortress Treasure	999
407	Odyssey Earring	999
408	Poseidon Instrument	999
409	Sky Machine Gun	999
410	Sky Serum	999
411	Sky Engine oil	999
412	Navigator Tonic	999
413	Navigator Luck	999
414	Salty Dead Bacon	999
415	Dry Bacon	999
416	Rare Wing	999
417	Rare Pollen	999
418	Rare Red Meat	999
419	Rare Black Meat	999
420	Snow White Meat	999
421	Ice Scale	999
422	Tiger Tooth	999
423	white Tooth	999
424	Doom Live Fish	999
425	Doom Dead Fish	999
426	Hell Feather	999
427	Hell Corner	999
428	Hell Carrion	999
429	Eden Berry	999
430	Eden Claw	999
431	Eden Poison	999
433	South Sea Pepper	999
438	Brand Silk	999
443	Special Wine	999
448	Rare Musket	999
453	Warrior Soul-Trusty	999
454	Warrior Soul-Brave	999
455	Warrior Soul-Benevolence	999
456	Warrior Soul-Courtesy	999
457	Warrior Soul-Sincere	999
458	Warrior Soul-Reputation	999
459	Warrior Soul-Loyal	999
460	Warrior Soul-Subdue	999
461	Wolf Soul-Hunting	999
462	Wolf Soul-Hunt	999
463	Wolf Soul-Fight	999
464	Wolf Soul-Dispute	999
465	Wolf Soul-Mad	999
466	Wolf Soul-Turmoil	999
467	Wolf Soul-Fierce	999
468	Wolf Soul-Evil	999
469	Wolf Soul-Violent	999
470	Wolf Soul-Against	999
471	Wolf Soul-Free	999
500	Shipbuilding Timber	999
501	Iron Ore	999
502	Not Broken Feather	999
503	Oil Coconut	999
504	Doom Pudding	999
505	Doom Sashimi	999
506	Doom Spirit	999
507	Organic Apple	999
508	Heaven Eye	999
509	Magic Tree Timber	999
510	Super Fuel	999
511	Possession Musket	999
512	Red Wine	999
513	Rampant Pirate Flag	999
514	Prestige Bomb	999
515	Vested gun	999
516	Damp Wood	999
517	Damp Mushroom	999
518	Cold Timber	999
519	Cold Meat	999
520	Dead Flower	999
521	Dead Worm	999
522	Dead Claw	999
523	Hell Coin	999
524	Hell Captain Cap	999
525	Hell Blood Diamond	999
526	Hijack  bomb	999
527	Hijack  Doping	999
528	Hijack  Food Stock	999
529	Justice Flag	999
530	Thunder Bomb	999
531	Officer Nameplate	999
532	Deteriorated Fruit	999
533	Licorice Gel	999
534	Cheated Jewelry	999
535	Suspicious Stone	999
536	Suspicious Parchment	999
537	Low Pearl	999
538	Dietrich Gold	999
539	Red Berry	999
540	Missing Cargo	999
541	Caisson	999
542	Fire Crystal	999
543	Strengthen Steel	999
544	High Energy crystal	999
545	Propeller Design(1)	999
546	Propeller Design(2)	999
547	Blessing God	999
548	Brass Bell	999
549	gold Bullion	999
550	Blue Conifer Cone	999
551	Red Conifer Cone	999
552	Head Mushroom	999
553	Volvacea	999
554	Dried Pineapple	999
555	Hard Mushroom	999
556	Raft Material	999
558	Thick Fur	999
559	Polar Deer Fur	999
560	Bone Sheep Steak	999
561	Black Organization Command	999
562	Talu Ya Coconut	999
563	Blue Stone	999
564	Pirate Order Signage	999
565	Ship Contraband	999
566	Secret Book	999
567	Flying Bird Egg	999
568	Hammer of Judgment	999
569	Free Emblem	999
570	Poseidon Feast	999
571	Frost Giant Tortoise Blood	999
572	Dust Dragon Turtle Blood	999
573	Signboard Black Beer	999
574	Banana Wine	999
575	Fallen Commander	999
576	Grandfather Antique Armor	999
577	Grandfather Tattered Armor	999
578	Burning Vodka	999
579	Bloody Mary	999
580	Purgatory Whisky	999
581	Deadly Maguey	999
582	Aged Plum Wine	999
583	Lost Eagle Feather	999
584	Ancyn Hammer	999
585	Ancyn Awl	999
586	Ancyn Toolkit	999
587	Kenbal Ring	999
588	Legacy Warm Cloth	999
589	Morning Light Ring	999
590	Twilight Crown	999
591	Royal Necklace	999
592	Air Route Map	999
593	Antiquity Mech Key	999
594	Smelter Core	999
595	Roam Red Crystal	999
596	Hematite	999
597	Stimulus Mechanism	999
598	Power Core	999
599	Melt Block	999
600	BurnBomb	999
601	Heaven Spice	999
602	Preciou Wool	999
603	Queen Corpse	999
604	Empire of Mu Runestone	999
605	Arrear Tip	999
606	Mystery Gift	999
607	Prison Passage Key	999
608	Felon Key	999
609	Navy Ship Cap	999
610	Strong Blood	999
611	Ancient Pirate Bones	999
612	Guard Stone	999
613	Sinner Flame	999
614	Mech Control Panel	999
615	Rupture Rough Diamond	999
616	Polish Tool	999
617	Platinum	999
618	Silver Star Chain	999
621	Friendship Pendant	999
622	Oz Reward Bill	999
623	Nautical Chart Upper Half	999
624	Nautical Chart Lower Half	999
625	Counterfeit File	999
626	Rough Sea Compass	999
627	Champions Cup	999
628	True Crystal	999
629	Warmly Crystal	999
630	Theft Poseidon Instrument	999
631	Toy Pack	999
632	Sooty	999
633	Deer milk	999
634	Ganoderma	999
635	Alienation Scale	999
636	Navy Vulnerary	999
637	Fresh Fruit	999
638	Beetle Egg	999
639	Advanced Tobacco	999
640	Tender	999
641	Filet Lamb Chop	999
642	Cold Meat	999
643	Fishy Honey	999
644	Burnt Steak	999
645	Fire Bud	999
646	Fruity Raw Meat	999
647	Super Nutrition Dragon Blood	999
648	Energy Crystal	999
649	Thermal Wine	999
650	Urgent Intelligence	999
651	Princess Love Letter	999
652	Important Part	999
653	Banquet Order	999
654	Instruction Book	999
655	Affliction Bean	999
656	Sweet Milk	999
657	Tasty Granulated Sugar	999
658	Perceptual Gratitude	999
659	Playful Gratitude	999
660	Reset Crystal	999
661	Sea Phantom Map Trail	999
662	Jasmine	999
701	Al Timo Reply	999
702	Medea Reply	999
703	Empire Armoured Car Reply	999
704	Dante Reply	999
705	Nora Jana Sword Reply	999
3005	Ono Plum	1
3006	Green Honey Nut	1
3007	Cape Mount Banana	1
3008	Pear	1
3009	Loquat Fruit	1
7000	Flares	1
7001	Weapon Box  Key	999
7002	Relic Chamber Key	999
7003	Treasury Key	999
7004	Pyrotechnics	1
