# VENDORED MIRROR -- do not hand-edit.
# regenerate: python3 tools/pf_regen_lua_message_catalog.py
# source: pf_bridge/gamedata/tables/TEXTDATA_TH__MESSAGE.tsv
# source_sha256: 002f3145cc6f53c70fd2d3fda81d492d0db1574bf0fc07285606497632d08609
# source_rows: 907
# pulled: 2026-09-07
# message_text is \uXXXX-escaped so this file stays pure ASCII;
# decode with lua_api.message.unescape_message_text().
message_id	message_type	notify_type	message_text
29	37	0	\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e22\u0e31\u0e07\u0e44\u0e21\u0e48\u0e16\u0e39\u0e01\u0e08\u0e31\u0e14\u0e15\u0e33\u0e41\u0e2b\u0e19\u0e48\u0e07 \u0e01\u0e23\u0e38\u0e13\u0e32\u0e15\u0e23\u0e27\u0e08\u0e2a\u0e2d\u0e1a\u0e01\u0e32\u0e23\u0e14\u0e33\u0e40\u0e19\u0e34\u0e19\u0e01\u0e32\u0e23\u0e16\u0e39\u0e01\u0e15\u0e49\u0e2d\u0e07\u0e41\u0e25\u0e49\u0e27\u0e2b\u0e23\u0e37\u0e2d\u0e44\u0e21\u0e48!
30	35	0	\u0e44\u0e21\u0e48\u0e15\u0e23\u0e07\u0e15\u0e32\u0e21\u0e40\u0e07\u0e37\u0e48\u0e2d\u0e19\u0e44\u0e02!
31	2	0	\u0e23\u0e30\u0e22\u0e30\u0e17\u0e32\u0e07\u0e44\u0e01\u0e25\u0e40\u0e01\u0e34\u0e19\u0e44\u0e1b!
32	2	0	\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e43\u0e2a\u0e48\u0e44\u0e14\u0e49!
33	35	0	\u0e44\u0e21\u0e48\u0e15\u0e23\u0e07\u0e15\u0e32\u0e21\u0e40\u0e07\u0e37\u0e48\u0e2d\u0e19\u0e44\u0e02 \u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e43\u0e0a\u0e49\u0e44\u0e14\u0e49!
34	34	0	\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e02\u0e2d\u0e07\u0e1c\u0e39\u0e49\u0e2d\u0e37\u0e48\u0e19 \u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e40\u0e01\u0e47\u0e1a\u0e02\u0e36\u0e49\u0e19\u0e21\u0e32\u0e44\u0e14\u0e49!
35	35	0	\u0e22\u0e01\u0e40\u0e25\u0e34\u0e01\u0e01\u0e32\u0e23\u0e14\u0e33\u0e40\u0e19\u0e34\u0e19\u0e01\u0e32\u0e23!
36	32	0	
37	34	0	\u0e14\u0e33\u0e40\u0e19\u0e34\u0e19\u0e01\u0e32\u0e23\u0e2d\u0e35\u0e01\u0e04\u0e23\u0e31\u0e49\u0e07!
38	36	0	\u0e01\u0e32\u0e23\u0e0b\u0e37\u0e49\u0e2d\u0e02\u0e32\u0e22\u0e16\u0e39\u0e01\u0e15\u0e31\u0e14!
39	64	0	
40	128	0	
41	256	0	
42	34	0	\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e17\u0e34\u0e49\u0e07\u0e44\u0e14\u0e49!
43	36	0	\u0e02\u0e49\u0e2d\u0e21\u0e39\u0e25\u0e17\u0e35\u0e48\u0e40\u0e1e\u0e34\u0e48\u0e21\u0e44\u0e21\u0e48\u0e2a\u0e21\u0e1a\u0e39\u0e23\u0e13\u0e4c\u0e2b\u0e23\u0e37\u0e2d\u0e01\u0e32\u0e23\u0e15\u0e31\u0e49\u0e07\u0e04\u0e48\u0e32\u0e1c\u0e34\u0e14\u0e1e\u0e25\u0e32\u0e14!
44	35	0	\u0e1f\u0e31\u0e07\u0e01\u0e4c\u0e0a\u0e31\u0e48\u0e19\u0e22\u0e31\u0e07\u0e44\u0e21\u0e48\u0e40\u0e1b\u0e34\u0e14\u0e43\u0e0a\u0e49!
45	3	0	\u0e40\u0e1b\u0e49\u0e32\u0e2b\u0e21\u0e32\u0e22\u0e1c\u0e34\u0e14\u0e1e\u0e25\u0e32\u0e14!
46	35	0	\u0e08\u0e33\u0e19\u0e27\u0e19\u0e44\u0e21\u0e48\u0e40\u0e1e\u0e35\u0e22\u0e07\u0e1e\u0e2d!
47	35	0	\u0e1c\u0e39\u0e49\u0e40\u0e25\u0e48\u0e19\u0e44\u0e21\u0e48\u0e27\u0e48\u0e32\u0e07!
48	35	0	\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e43\u0e0a\u0e49\u0e44\u0e14\u0e49\u0e43\u0e19\u0e09\u0e32\u0e01\u0e19\u0e35\u0e49!
101	36	0	\u0e40\u0e1b\u0e34\u0e14\u0e2b\u0e19\u0e49\u0e32\u0e15\u0e48\u0e32\u0e07\u0e1b\u0e23\u0e30\u0e40\u0e20\u0e17\u0e40\u0e14\u0e35\u0e22\u0e27\u0e01\u0e31\u0e19\u0e2d\u0e22\u0e39\u0e48 \u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e40\u0e02\u0e49\u0e32\u0e23\u0e32\u0e22\u0e01\u0e32\u0e23\u0e19\u0e35\u0e49\u0e44\u0e14\u0e49
102	35	0	\u0e08\u0e33\u0e19\u0e27\u0e19\u0e01\u0e32\u0e23\u0e0b\u0e37\u0e49\u0e2d\u0e02\u0e32\u0e22\u0e40\u0e15\u0e47\u0e21\u0e41\u0e25\u0e49\u0e27!
103	35	0	\u0e2d\u0e22\u0e39\u0e48\u0e43\u0e19\u0e2a\u0e16\u0e32\u0e19\u0e30\u0e0b\u0e37\u0e49\u0e2d\u0e02\u0e32\u0e22\u0e44\u0e14\u0e49!
104	35	0	\u0e40\u0e21\u0e37\u0e48\u0e2d\u0e25\u0e47\u0e2d\u0e01\u0e41\u0e25\u0e49\u0e27\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e17\u0e33\u0e01\u0e32\u0e23\u0e40\u0e1b\u0e25\u0e35\u0e48\u0e22\u0e19\u0e41\u0e1b\u0e25\u0e07\u0e40\u0e19\u0e37\u0e49\u0e2d\u0e2b\u0e32\u0e44\u0e14\u0e49!
105	35	0	\u0e08\u0e33\u0e19\u0e27\u0e19\u0e40\u0e07\u0e34\u0e19\u0e40\u0e01\u0e34\u0e19\u0e08\u0e33\u0e19\u0e27\u0e19\u0e2a\u0e39\u0e07\u0e2a\u0e38\u0e14!
106	35	0	\u0e43\u0e19\u0e01\u0e32\u0e23\u0e0b\u0e37\u0e49\u0e2d\u0e02\u0e32\u0e22\u0e08\u0e33\u0e19\u0e27\u0e19\u0e40\u0e07\u0e34\u0e19\u0e2b\u0e23\u0e37\u0e2d\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e40\u0e01\u0e34\u0e19\u0e08\u0e33\u0e19\u0e27\u0e19\u0e2a\u0e39\u0e07\u0e2a\u0e38\u0e14 \u0e08\u0e30\u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e0b\u0e37\u0e49\u0e2d\u0e02\u0e32\u0e22\u0e44\u0e14\u0e49!
107	35	0	\u0e2d\u0e22\u0e39\u0e48\u0e43\u0e19\u0e01\u0e32\u0e23\u0e0b\u0e37\u0e49\u0e2d\u0e02\u0e32\u0e22 \u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e43\u0e0a\u0e49\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e44\u0e14\u0e49!
108	35	0	\u0e08\u0e33\u0e19\u0e27\u0e19\u0e04\u0e19\u0e43\u0e19\u0e14\u0e31\u0e19\u0e40\u0e08\u0e35\u0e49\u0e22\u0e19\u0e40\u0e15\u0e47\u0e21\u0e41\u0e25\u0e49\u0e27!
109	35	0	[ $V1 ] \u0e2d\u0e22\u0e39\u0e48\u0e43\u0e19\u0e14\u0e31\u0e19\u0e40\u0e08\u0e35\u0e49\u0e22\u0e19\u0e41\u0e25\u0e49\u0e27!
110	35	0	[ $V1 ] \u0e21\u0e35\u0e1a\u0e31\u0e19\u0e17\u0e36\u0e01\u0e01\u0e32\u0e23\u0e1c\u0e48\u0e32\u0e19\u0e14\u0e48\u0e32\u0e19\u0e41\u0e25\u0e49\u0e27!
111	34	0	\u0e01\u0e23\u0e38\u0e13\u0e32\u0e40\u0e25\u0e37\u0e2d\u0e01\u0e15\u0e31\u0e27\u0e25\u0e30\u0e04\u0e23!
112	34	0	\u0e08\u0e33\u0e19\u0e27\u0e19\u0e15\u0e31\u0e27\u0e25\u0e30\u0e04\u0e23\u0e40\u0e15\u0e47\u0e21\u0e41\u0e25\u0e49\u0e27!
113	34	0	\u0e01\u0e23\u0e38\u0e13\u0e32\u0e43\u0e2a\u0e48\u0e0a\u0e37\u0e48\u0e2d\u0e15\u0e31\u0e27\u0e25\u0e30\u0e04\u0e23!
114	35	0	\u0e17\u0e48\u0e32\u0e19\u0e44\u0e21\u0e48\u0e43\u0e0a\u0e48\u0e2b\u0e31\u0e27\u0e2b\u0e19\u0e49\u0e32\u0e17\u0e35\u0e21 \u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e43\u0e0a\u0e49\u0e1f\u0e31\u0e07\u0e01\u0e4c\u0e0a\u0e31\u0e48\u0e19\u0e19\u0e35\u0e49\u0e44\u0e14\u0e49!
115	35	0	\u0e08\u0e33\u0e19\u0e27\u0e19\u0e04\u0e19\u0e43\u0e19\u0e17\u0e35\u0e21\u0e40\u0e15\u0e47\u0e21\u0e41\u0e25\u0e49\u0e27!
116	3	0	\u0e40\u0e1b\u0e49\u0e32\u0e2b\u0e21\u0e32\u0e22\u0e21\u0e35\u0e17\u0e35\u0e21\u0e41\u0e25\u0e49\u0e27!
117	3	0	[ $V1 ] \u0e44\u0e14\u0e49\u0e40\u0e0a\u0e34\u0e0d\u0e17\u0e48\u0e32\u0e19\u0e40\u0e02\u0e49\u0e32\u0e23\u0e48\u0e27\u0e21\u0e17\u0e35\u0e21...
118	67	0	[ $V1 ] \u0e40\u0e02\u0e49\u0e32\u0e17\u0e35\u0e21!
119	3	0	\u0e2a\u0e48\u0e07\u0e04\u0e33\u0e40\u0e0a\u0e34\u0e0d\u0e40\u0e02\u0e49\u0e32\u0e17\u0e35\u0e21\u0e44\u0e1b\u0e43\u0e2b\u0e49 [ $V1 ] \u0e23\u0e2d\u0e01\u0e32\u0e23\u0e15\u0e2d\u0e1a\u0e01\u0e25\u0e31\u0e1a...
120	35	0	\u0e40\u0e02\u0e49\u0e32\u0e23\u0e48\u0e27\u0e21\u0e25\u0e49\u0e21\u0e40\u0e2b\u0e25\u0e27! \u0e17\u0e48\u0e32\u0e19\u0e21\u0e35\u0e17\u0e35\u0e21\u0e2d\u0e22\u0e39\u0e48\u0e41\u0e25\u0e49\u0e27!
121	1	0	\u0e2b\u0e31\u0e01 [ $V1 ] $V2 \u0e2d\u0e31\u0e19!
122	35	0	\u0e08\u0e33\u0e19\u0e27\u0e19\u0e40\u0e07\u0e34\u0e19\u0e17\u0e35\u0e48\u0e21\u0e35\u0e2d\u0e22\u0e39\u0e48\u0e16\u0e36\u0e07\u0e08\u0e33\u0e19\u0e27\u0e19\u0e2a\u0e39\u0e07\u0e2a\u0e38\u0e14\u0e41\u0e25\u0e49\u0e27!
123	1	0	\u0e22\u0e34\u0e19\u0e14\u0e35\u0e14\u0e49\u0e27\u0e22 $V1 \u0e17\u0e48\u0e32\u0e19\u0e2a\u0e23\u0e49\u0e32\u0e07\u0e01\u0e34\u0e25\u0e14\u0e4c $V2 \u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
124	1	0	\u0e2a\u0e21\u0e32\u0e0a\u0e34\u0e01\u0e01\u0e34\u0e25\u0e14\u0e4c $V1 \u0e2d\u0e2d\u0e19\u0e44\u0e25\u0e19\u0e4c\u0e41\u0e25\u0e49\u0e27!
125	1	0	\u0e2a\u0e21\u0e32\u0e0a\u0e34\u0e01\u0e01\u0e34\u0e25\u0e14\u0e4c $V1 \u0e2d\u0e2d\u0e1f\u0e44\u0e25\u0e19\u0e4c
126	9	2	\u0e02\u0e2d\u0e1a\u0e04\u0e38\u0e13\u0e2a\u0e21\u0e32\u0e0a\u0e34\u0e01 $V1 \u0e17\u0e35\u0e48\u0e17\u0e33\u0e01\u0e32\u0e23\u0e1a\u0e23\u0e34\u0e08\u0e32\u0e04 EXP \u0e43\u0e2b\u0e49\u0e01\u0e34\u0e25\u0e14\u0e4c $V2 \u0e2b\u0e19\u0e48\u0e27\u0e22
127	35	0	\u0e17\u0e35\u0e48\u0e27\u0e48\u0e32\u0e07\u0e44\u0e21\u0e48\u0e40\u0e1e\u0e35\u0e22\u0e07\u0e1e\u0e2d!
128	35	0	\u0e44\u0e2d\u0e40\u0e17\u0e21\u0e40\u0e2b\u0e25\u0e37\u0e2d\u0e40\u0e1e\u0e35\u0e22\u0e07\u0e2d\u0e31\u0e19\u0e40\u0e14\u0e35\u0e22\u0e27!
129	3	0	\u0e08\u0e31\u0e14\u0e40\u0e23\u0e35\u0e22\u0e07\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
130	1	0	\u0e22\u0e34\u0e19\u0e14\u0e35\u0e14\u0e49\u0e27\u0e22: \u0e23\u0e30\u0e14\u0e31\u0e1a\u0e01\u0e34\u0e25\u0e02\u0e2d\u0e07 $V1 \u0e1e\u0e31\u0e12\u0e19\u0e32\u0e02\u0e36\u0e49\u0e19\u0e41\u0e25\u0e49\u0e27!
131	1	0	\u0e44\u0e14\u0e49\u0e23\u0e31\u0e1a [ $V1 ] * $V2
132	1	0	\u0e44\u0e14\u0e49\u0e23\u0e31\u0e1a\u0e40\u0e07\u0e34\u0e19
133	3	0	\u0e44\u0e14\u0e49\u0e23\u0e31\u0e1a Token $V1 \u0e40\u0e2b\u0e23\u0e35\u0e22\u0e0d!
134	1	0	\u0e40\u0e1e\u0e34\u0e48\u0e21 [ $V1 ] \u0e25\u0e07\u0e43\u0e19\u0e23\u0e32\u0e22\u0e0a\u0e37\u0e48\u0e2d\u0e40\u0e1e\u0e37\u0e48\u0e2d\u0e19\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
135	35	0	\u0e01\u0e32\u0e23\u0e40\u0e0a\u0e34\u0e0d\u0e25\u0e49\u0e21\u0e40\u0e2b\u0e25\u0e27! \u0e1d\u0e48\u0e32\u0e22\u0e15\u0e23\u0e07\u0e02\u0e49\u0e32\u0e21\u0e1b\u0e0f\u0e34\u0e40\u0e2a\u0e18!
136	35	0	\u0e25\u0e49\u0e21\u0e40\u0e2b\u0e25\u0e27! \u0e15\u0e31\u0e27\u0e25\u0e30\u0e04\u0e23\u0e19\u0e35\u0e49\u0e44\u0e21\u0e48\u0e21\u0e35\u0e2d\u0e22\u0e39\u0e48\u0e2b\u0e23\u0e37\u0e2d\u0e2d\u0e2d\u0e1f\u0e44\u0e25\u0e19\u0e4c\u0e2d\u0e22\u0e39\u0e48!
137	35	0	\u0e23\u0e32\u0e22\u0e0a\u0e37\u0e48\u0e2d\u0e40\u0e15\u0e47\u0e21\u0e41\u0e25\u0e49\u0e27!
138	1	0	\u0e25\u0e1a\u0e40\u0e1e\u0e37\u0e48\u0e2d\u0e19 [ $V1 ] \u0e41\u0e25\u0e49\u0e27!
139	35	0	\u0e1d\u0e48\u0e32\u0e22\u0e15\u0e23\u0e07\u0e02\u0e49\u0e32\u0e21\u0e2d\u0e22\u0e39\u0e48\u0e43\u0e19\u0e23\u0e32\u0e22\u0e0a\u0e37\u0e48\u0e2d\u0e41\u0e25\u0e49\u0e27
140	35	0	\u0e1d\u0e48\u0e32\u0e22\u0e15\u0e23\u0e07\u0e02\u0e49\u0e32\u0e21\u0e2d\u0e22\u0e39\u0e48\u0e43\u0e19\u0e1a\u0e31\u0e0d\u0e0a\u0e35\u0e14\u0e33\u0e41\u0e25\u0e49\u0e27!
141	35	0	\u0e1a\u0e31\u0e19\u0e17\u0e36\u0e01\u0e2d\u0e22\u0e39\u0e48\u0e43\u0e19\u0e23\u0e32\u0e22\u0e0a\u0e37\u0e48\u0e2d\u0e40\u0e1e\u0e37\u0e48\u0e2d\u0e19\u0e2b\u0e23\u0e37\u0e2d\u0e40\u0e1e\u0e37\u0e48\u0e2d\u0e19\u0e17\u0e32\u0e07\u0e08\u0e14\u0e2b\u0e21\u0e32\u0e22\u0e41\u0e25\u0e49\u0e27 \u0e44\u0e21\u0e48\u0e2a\u0e32\u0e21\u0e32\u0e23\u0e16\u0e22\u0e49\u0e32\u0e22\u0e44\u0e1b\u0e1a\u0e31\u0e0d\u0e0a\u0e35\u0e14\u0e33\u0e44\u0e14\u0e49
142	66	0	\u0e2a\u0e48\u0e07\u0e2a\u0e16\u0e32\u0e19\u0e30\u0e2a\u0e48\u0e27\u0e19\u0e15\u0e31\u0e27\u0e02\u0e2d\u0e07\u0e17\u0e48\u0e32\u0e19\u0e44\u0e1b\u0e41\u0e25\u0e49\u0e27!
143	1	0	\u0e25\u0e1a [ $V1 ] \u0e08\u0e32\u0e01\u0e1a\u0e31\u0e0d\u0e0a\u0e35\u0e14\u0e33\u0e41\u0e25\u0e49\u0e27
144	67	0	\u0e2a\u0e48\u0e07\u0e08\u0e14\u0e2b\u0e21\u0e32\u0e22\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
145	3	0	\u0e0b\u0e37\u0e49\u0e2d\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08!
146	34	0	\u0e01\u0e23\u0e38\u0e13\u0e32\u0e43\u0e2a\u0e48\u0e2b\u0e31\u0e27\u0e40\u0e23\u0e37\u0e48\u0e2d\u0e07!
147	34	0	\u0e01\u0e23\u0e38\u0e13\u0e32\u0e43\u0e2a\u0e48\u0e40\u0e19\u0e37\u0e49\u0e2d\u0e2b\u0e32!
148	1	0	\u0e1b\u0e31\u0e08\u0e08\u0e38\u0e1a\u0e31\u0e19\u0e01\u0e34\u0e25\u0e14\u0e4c\u0e21\u0e35\u0e2a\u0e21\u0e32\u0e0a\u0e34\u0e01 $V1 \u0e04\u0e19 \u0e2b\u0e32\u0e01\u0e21\u0e35\u0e44\u0e21\u0e48\u0e16\u0e36\u0e07 $V5 \u0e04\u0e19 \u0e01\u0e34\u0e25\u0e14\u0e4c\u0e08\u0e30\u0e16\u0e39\u0e01\u0e1b\u0e34\u0e14\u0e20\u0e32\u0e22\u0e43\u0e19 $V2 \u0e27\u0e31\u0e19 $V3 \u0e0a\u0e31\u0e48\u0e27\u0e42\u0e21\u0e07 $V4 \u0e19\u0e32\u0e17\u0e35 !
149	1	0	 $V1  \u0e16\u0e39\u0e01\u0e1b\u0e34\u0e14\u0e25\u0e07\u0e41\u0e25\u0e49\u0e27 \u0e19\u0e48\u0e32\u0e40\u0e2a\u0e35\u0e22\u0e14\u0e32\u0e22\u0e08\u0e23\u0e34\u0e07\u0e46...
150	1	0	\u0e04\u0e23\u0e31\u0e49\u0e07\u0e19\u0e35\u0e49\u0e2a\u0e38\u0e48\u0e21\u0e44\u0e14\u0e49\u0e2d\u0e31\u0e15\u0e23\u0e32\u0e2a\u0e33\u0e40\u0e23\u0e47\u0e08\u0e43\u0e19\u0e01\u0e32\u0e23\u0e15\u0e35\u0e1a\u0e27\u0e01 $V1 
