# VENDORED MIRROR -- do not hand-edit.
# regenerate: python3 tools/pf_regen_lua_quest_vars.py
# source: pf_bridge/gamedata/tables/QUESTDATA_TH__QUEST.tsv
# source_sha256: cc9927286def2bda166c320a2dddd16f5457eb4579ce5207a3d76758707527bd
# source_rows: 1544
# pulled: 2026-09-07
# body_sha256: de4a7d4a4a9aa99cde032572d74980167588deb507387152006cbb3843843706
# n_VARI_1..n_VARI_20 verbatim, as the unsigned 32-bit decimals the source stores; a value at or above 2147483648 is a negative held in two's complement and is decoded ONLY for the columns quest_var_signedness.tsv names.
quest_id	var1	var2	var3	var4	var5	var6	var7	var8	var9	var10	var11	var12	var13	var14	var15	var16	var17	var18	var19	var20
50	49	180	0	0	0	0	0	0	0	0	0	0	0	359	359	0	0	0	0	0
51	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	927	2500020	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	52	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
54	53	0	0	24	2500021	5	20	6	0	0	0	0	0	0	0	0	0	0	0	0
55	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	55	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
57	56	992	8507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58	992	29	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	58	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62	60	0	0	3	8765	0	4	8586	0	19	8765	0	0	0	0	0	0	0	0	0
64	62	2500025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	65	0	0	25	2500025	1	20	21	0	0	0	0	0	0	0	0	0	0	0	0
67	59	2500018	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	68	0	8508	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	69	2500094	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
71	357	2500026	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	71	30	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	72	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0
74	73	34	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	74	844	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	75	78	2031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	77	0	0	92	4	573	600	3	8792	255	0	0	0	0	25	0	0	0	0	0
79	126	908	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	66	2500032	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	89	8509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	357	2500034	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	92	507	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94	71	2500035	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	94	2500036	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	107	0	0	0	2500016	1	0	0	0	0	0	1	0	743	743	0	0	0	0	0
100	73	99	3	81	0	0	0	0	0	0	0	0	743	0	0	0	0	0	0	0
101	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
104	885	889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
108	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	108	0	0	0	0	0	0	0	0	183	0	0	183	0	0	0	0	0	0	0
110	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111	739	0	0	9	17	11	2	998	1	0	0	0	0	0	0	0	0	0	0	360
112	0	2500011	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	112	2500012	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	114	117	2057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	114	565	3	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0
117	116	115	2500013	1	114	0	0	0	0	0	0	0	561	562	8	182	0	0	0	0
118	117	119	120	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0
119	117	118	2500014	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	117	118	2500015	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	121	55	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	122	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	45	0	0
124	123	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
125	124	2500040	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	125	2500041	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	126	57	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128	127	2500042	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	128	509	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	129	0	0	24	2500043	20	20	27	0	0	0	0	0	0	0	0	0	0	0	0
131	130	2500044	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132	130	0	0	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	1502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	134	2500045	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	135	2500065	1	2500126	1	2500127	1	2500039	3	0	0	0	0	0	0	0	0	0	0	0
137	136	2500048	3	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0
138	145	0	0	0	0	0	0	0	0	0	0	0	51	1026	0	0	0	0	0	0
139	138	140	0	0	0	0	0	0	0	0	0	0	1026	1027	0	0	0	0	0	0
140	138	139	2500067	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	139	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	139	141	2500066	1	0	0	0	0	0	0	0	0	0	0	0	1028	0	0	0	0
143	141	600	0	1028	0	0	0	0	0	0	0	0	0	0	1028	1029	0	0	0	0
144	143	2500050	1	0	0	0	0	0	0	0	0	0	1027	0	1029	51	0	0	0	0
145	853	0	0	0	0	0	0	0	0	0	0	0	52	53	0	0	0	0	0	0
146	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	146	511	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	147	62	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
149	148	2500049	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
150	149	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
151	150	2500051	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152	151	2500211	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
153	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0
156	910	159	0	786	6	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
157	71	30	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158	121	2500052	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
159	910	156	2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160	122	2500053	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161	128	2500054	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
162	161	2500055	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
163	128	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0
164	163	2500056	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165	164	2500057	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166	165	512	1	0	0	0	0	0	0	0	0	0	0	49	49	0	0	0	0	0
167	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168	160	2500058	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
169	0	515	1	0	0	0	0	0	0	0	0	0	0	515	0	0	0	0	0	0
170	0	171	172	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0
171	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	0	170	2500059	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	1052	61	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	152	2500060	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	174	2500061	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	175	2500062	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	0	194	1	0	140	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
178	151	2500063	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179	178	2500064	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
180	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
182	129	514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
183	470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	184	3126	2500071	1	2500070	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
186	185	187	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
187	185	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
188	185	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	859	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	0	0
190	0	189	191	2032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	189	190	0	578	3	93	0	0	0	0	0	0	0	0	8000	0	0	0	0	0
192	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	192	93	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	194	0	0	0	0	0	0	0	0	0	0	8544	0	82	0	0	0	0	0	0
196	195	2500072	20	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0
197	196	95	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	197	2500073	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199	198	2500074	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	199	2500075	20	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0
201	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	861	516	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	202	2500076	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	203	99	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205	862	2500077	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	205	207	208	209	3170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	205	206	2500078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	205	206	2500079	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
209	205	206	2500080	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	206	102	20	103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	211	213	2033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	211	212	8553	580	3	94	0	0	0	0	0	0	0	0	87	0	0	0	0	0
214	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
215	740	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	0	0
216	0	215	217	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
217	215	216	0	582	3	93	0	0	0	0	0	0	0	0	8000	0	0	0	0	0
218	854	616	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	218	2500082	1	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0
223	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	132	8510	8540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225	0	93	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	0	2500083	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
227	226	2500084	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	225	2500092	1	2500085	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	0	519	1	0	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0
231	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0
232	231	8511	8586	0	0	0	0	0	0	0	0	0	0	68	68	0	0	0	0	0
233	231	232	8511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	0	95	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	234	96	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	235	97	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
237	0	238	239	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0
238	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
239	0	237	2500086	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	0	2500087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
241	199	2500088	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	132	2500089	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	0	2500090	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
244	243	518	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	244	2500093	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
246	0	246	1	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0
247	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	247	98	10	102	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	248	103	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
250	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	232	8512	8540	0	0	0	0	0	0	0	0	0	80	757	757	0	0	0	0	0
253	223	0	0	0	0	0	0	0	0	0	0	0	0	8000	0	0	0	0	0	0
254	0	253	255	2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
255	253	254	8502	255	583	93	0	0	0	0	0	0	0	0	8000	0	0	0	0	0
256	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
257	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
258	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
259	258	16	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	259	15	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
261	864	138	25	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0
262	261	2500100	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
263	262	2500102	1	2500096	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
264	263	2500103	1	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0
265	264	2500101	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	265	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0
267	266	642	1	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
268	266	267	14	125	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0
269	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	269	140	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	271	141	25	0	0	0	0	0	0	0	0	0	0	124	122	0	0	0	0	0
273	272	522	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
274	273	147	25	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0
275	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
276	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277	276	2500104	5	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	277	8513	8514	8514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
279	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	0	279	281	2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	279	280	0	599	1	600	2	100	0	0	0	0	0	0	0	0	0	0	0	0
282	278	0	0	0	143	30	144	1	0	0	0	0	0	0	0	0	0	0	0	0
283	282	2500105	3	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	283	286	0	0	0	0	0	0	0	0	0	0	0	8004	0	0	0	0	0	0
285	283	286	2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286	283	285	95	0	0	0	0	0	0	0	0	0	0	0	8004	0	0	0	0	0
287	743	288	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	743	287	2500107	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289	743	287	2500108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
291	0	744	292	2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
292	744	291	0	589	1	590	2	96	0	0	0	0	0	0	8005	0	0	0	0	0
293	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	308	2500117	1	2500124	1	2500125	1	180	0	0	0	0	0	0	0	0	0	0	0	0
295	0	2500110	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	295	3128	2500112	1	2500111	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
297	132	8516	8540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	298	140	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
300	299	2500113	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	301	2500114	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	302	3129	2500097	1	2500115	15	0	0	0	0	0	0	0	0	120	0	0	0	0	0
304	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	0	140	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	305	2500116	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
307	306	142	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	0	2500109	1	2500098	1	2500099	1	180	0	0	0	0	0	0	0	0	0	0	0	0
309	0	523	1	0	0	0	0	0	0	0	0	0	0	523	0	0	0	0	0	0
310	132	3130	2500119	1	2500118	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
312	311	2500120	1	2500121	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	0	2500122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	0	315	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	0	314	145	25	146	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	0	314	147	25	148	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	0	319	320	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0
319	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	0	318	149	25	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	0	525	1	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0
322	863	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0
323	157	2500038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	324	2500130	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	325	220	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	326	2500131	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	327	2500131	3	2500132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	328	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0
330	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	330	524	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	331	221	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	332	334	2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	332	333	0	593	3	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	334	336	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	334	335	2500133	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	336	335	8519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
339	338	60	0	0	0	0	0	0	0	0	0	0	206	207	0	0	0	0	0	0
340	339	8500	255	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	207	0
341	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	341	223	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	342	2500135	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	344	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	344	345	225	30	0	0	0	0	0	0	0	0	0	0	211	753	0	0	0	0
347	345	356	8500	255	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	356	228	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
